OrderID,ProductID,QuantityOrdered,TotalPrice,DiscountApplied,TaxApplied
ORD000051,PROD0804,2,1293.28,0.0,197.28
ORD000051,PROD0650,4,27151.8,590.0,4141.8
ORD000052,PROD0406,4,53387.8,1160.1,8143.9
ORD000052,PROD0870,4,11790.56,0.0,1798.56
ORD000053,PROD0398,2,12128.04,0.0,1850.04
ORD000054,PROD0882,1,2124.0,200.0,324.0
ORD000055,PROD0109,2,3634.4,0.0,554.4
ORD000056,PROD0562,3,6311.82,0.0,962.82
ORD000056,PROD0921,1,17426.24,0.0,2658.24
ORD000057,PROD0524,4,5192.0,0.0,792.0
ORD000058,PROD0851,5,243652.3,0.0,37167.3
ORD000058,PROD0725,1,17190.24,0.0,2622.24
ORD000058,PROD0342,5,19924.3,0.0,3039.3
ORD000059,PROD0638,5,10286.18,177.9,1569.08
ORD000060,PROD0250,2,27217.88,0.0,4151.88
ORD000061,PROD0068,5,60445.5,0.0,9220.5
ORD000062,PROD0515,3,203447.34,0.0,31034.34
ORD000062,PROD0315,3,11894.4,0.0,1814.4
ORD000062,PROD0794,4,3431.44,0.0,523.44
ORD000063,PROD0659,2,3627.32,0.0,553.32
ORD000064,PROD0862,1,3493.98,0.0,532.98
ORD000064,PROD0847,3,42292.38,0.0,6451.38
ORD000065,PROD0384,1,7615.72,0.0,1161.72
ORD000065,PROD0454,3,10471.32,0.0,1597.32
ORD000066,PROD0665,1,3166.88,298.2,483.08
ORD000067,PROD0693,3,31845.84,0.0,4857.84
ORD000068,PROD0695,4,8674.77,188.5,1323.27
ORD000069,PROD0418,1,22299.64,0.0,3401.64
ORD000070,PROD0131,4,77596.8,0.0,11836.8
ORD000070,PROD0975,2,4552.44,0.0,694.44
ORD000070,PROD0471,1,11628.9,0.0,1773.9
ORD000071,PROD0053,4,7450.64,161.9,1136.54
ORD000072,PROD0717,5,18856.4,0.0,2876.4
ORD000072,PROD0193,4,10842.31,235.6,1653.91
ORD000073,PROD0827,3,8031.43,234.7,1225.13
ORD000074,PROD0805,4,134548.32,0.0,20524.32
ORD000075,PROD0967,4,90402.16,0.0,13790.16
ORD000076,PROD0537,2,3342.82,149.1,509.92
ORD000076,PROD0276,1,4219.33,397.3,643.63
ORD000077,PROD0190,5,51023.2,0.0,7783.2
ORD000078,PROD0560,5,68935.6,0.0,10515.6
ORD000079,PROD0534,5,59017.7,0.0,9002.7
ORD000080,PROD0747,2,72833.61,3248.6,11110.21
ORD000081,PROD0742,4,27404.91,595.5,4180.41
ORD000082,PROD0330,5,43914.29,759.5,6698.79
ORD000082,PROD0581,5,47477.3,0.0,7242.3
ORD000083,PROD0885,1,16936.54,0.0,2583.54
ORD000084,PROD0554,5,26691.6,0.0,4071.6
ORD000085,PROD0244,4,26469.76,0.0,4037.76
ORD000086,PROD0824,4,22594.64,0.0,3446.64
ORD000087,PROD0054,3,6853.44,0.0,1045.44
ORD000088,PROD0692,1,4035.6,0.0,615.6
ORD000089,PROD0232,1,888.89,83.7,135.59
ORD000090,PROD0186,5,63307.0,0.0,9657.0
ORD000091,PROD0957,3,46101.42,0.0,7032.42
ORD000092,PROD0647,1,4500.52,0.0,686.52
ORD000092,PROD0474,5,2649.1,0.0,404.1
ORD000093,PROD0202,3,3880.55,113.4,591.95
ORD000094,PROD0419,2,9716.12,0.0,1482.12
ORD000095,PROD0222,2,87409.68,0.0,13333.68
ORD000095,PROD0977,4,10142.81,220.4,1547.21
ORD000096,PROD0492,2,601.8,0.0,91.8
ORD000097,PROD0433,5,27446.8,0.0,4186.8
ORD000098,PROD0031,5,24384.7,0.0,3719.7
ORD000098,PROD0409,1,93464.26,0.0,14257.26
ORD000099,PROD0692,1,4035.6,0.0,615.6
ORD000099,PROD0568,1,673.78,0.0,102.78
ORD000100,PROD0366,2,16692.28,0.0,2546.28
ORD000100,PROD0873,3,23261.34,0.0,3548.34
ORD000101,PROD0506,1,92563.92,0.0,14119.92
ORD000102,PROD0220,4,10426.48,0.0,1590.48
ORD000103,PROD0881,5,2283.89,39.5,348.39
ORD000103,PROD0961,1,47156.34,0.0,7193.34
ORD000103,PROD0676,4,11682.0,0.0,1782.0
ORD000103,PROD0080,3,7880.04,0.0,1202.04
ORD000103,PROD0140,3,68008.83,1987.4,10374.23
ORD000104,PROD0570,1,4443.88,0.0,677.88
ORD000105,PROD0067,2,4663.36,208.0,711.36
ORD000105,PROD0260,3,267284.16,0.0,40772.16
ORD000106,PROD0097,4,55157.92,0.0,8413.92
ORD000106,PROD0629,3,14761.8,0.0,2251.8
ORD000107,PROD0494,4,21046.48,0.0,3210.48
ORD000107,PROD0523,4,230978.98,5019.1,35234.08
ORD000107,PROD0053,1,1910.42,0.0,291.42
ORD000107,PROD0497,2,6791.02,302.9,1035.92
ORD000107,PROD0035,5,79519.85,1375.3,12130.15
ORD000108,PROD0087,1,19690.66,0.0,3003.66
ORD000109,PROD0247,5,55125.59,953.4,8408.99
ORD000109,PROD0710,3,81639.48,0.0,12453.48
ORD000110,PROD0218,2,11719.76,0.0,1787.76
ORD000111,PROD0473,1,75443.3,0.0,11508.3
ORD000111,PROD0384,4,30462.88,0.0,4646.88
ORD000111,PROD0680,4,75510.56,0.0,11518.56
ORD000112,PROD0119,5,47790.0,0.0,7290.0
ORD000113,PROD0262,2,35631.28,0.0,5435.28
ORD000113,PROD0583,4,5786.72,0.0,882.72
ORD000114,PROD0796,1,89390.9,0.0,13635.9
ORD000114,PROD0564,5,11280.8,0.0,1720.8
ORD000114,PROD0235,3,14708.7,0.0,2243.7
ORD000115,PROD0595,4,48752.88,0.0,7436.88
ORD000116,PROD0411,3,12050.16,0.0,1838.16
ORD000117,PROD0489,1,86740.62,0.0,13231.62
ORD000118,PROD0762,3,38709.9,0.0,5904.9
ORD000119,PROD0710,3,81639.48,0.0,12453.48
ORD000119,PROD0827,1,2769.46,0.0,422.46
ORD000119,PROD0889,3,17253.96,0.0,2631.96
ORD000120,PROD0934,1,27925.88,0.0,4259.88
ORD000121,PROD0666,3,60215.4,0.0,9185.4
ORD000122,PROD0221,4,8854.72,0.0,1350.72
ORD000123,PROD0043,3,40908.24,0.0,6240.24
ORD000124,PROD0990,4,38307.05,832.4,5843.45
ORD000125,PROD0870,2,5895.28,0.0,899.28
ORD000126,PROD0074,3,82591.74,0.0,12598.74
ORD000127,PROD0089,4,5218.67,113.4,796.07
ORD000128,PROD0592,3,2800.14,0.0,427.14
ORD000128,PROD0710,4,106131.32,2306.2,16189.52
ORD000129,PROD0114,4,26852.08,0.0,4096.08
ORD000129,PROD0888,5,49536.4,0.0,7556.4
ORD000130,PROD0640,3,9855.36,0.0,1503.36
ORD000130,PROD0094,5,148733.1,0.0,22688.1
ORD000130,PROD0385,5,5894.1,0.0,899.1
ORD000130,PROD0638,4,8396.88,0.0,1280.88
ORD000130,PROD0450,2,51418.03,2293.4,7843.43
ORD000131,PROD0944,3,31141.38,0.0,4750.38
ORD000131,PROD0735,1,5490.54,0.0,837.54
ORD000132,PROD0401,4,10064.57,218.7,1535.27
ORD000133,PROD0764,1,5787.9,0.0,882.9
ORD000134,PROD0406,4,54756.72,0.0,8352.72
ORD000135,PROD0003,1,72865.0,0.0,11115.0
ORD000135,PROD0115,3,12199.43,356.5,1860.93
ORD000135,PROD0589,5,7569.7,0.0,1154.7
ORD000136,PROD0584,5,8979.8,0.0,1369.8
ORD000137,PROD0701,5,19711.9,0.0,3006.9
ORD000137,PROD0321,5,32656.5,0.0,4981.5
ORD000137,PROD0049,3,13901.58,0.0,2120.58
ORD000138,PROD0589,3,4541.82,0.0,692.82
ORD000139,PROD0043,5,68180.4,0.0,10400.4
ORD000139,PROD0938,3,11641.64,340.2,1775.84
ORD000140,PROD0582,4,44259.44,0.0,6751.44
ORD000141,PROD0380,1,20844.7,0.0,3179.7
ORD000141,PROD0591,2,7528.4,0.0,1148.4
ORD000142,PROD0998,3,26462.33,773.3,4036.63
ORD000142,PROD0622,3,9646.5,0.0,1471.5
ORD000142,PROD0040,5,12957.46,224.1,1976.56
ORD000143,PROD0280,4,8510.16,0.0,1298.16
ORD000144,PROD0358,2,45411.12,0.0,6927.12
ORD000144,PROD0897,2,93094.92,0.0,14200.92
ORD000145,PROD0256,4,2935.84,0.0,447.84
ORD000146,PROD0734,2,180315.8,0.0,27505.8
ORD000146,PROD0044,3,3322.76,97.1,506.86
ORD000147,PROD0741,4,85441.44,0.0,13033.44
ORD000148,PROD0597,4,2638.48,0.0,402.48
ORD000148,PROD0881,3,1351.69,39.5,206.19
ORD000149,PROD0681,4,32108.15,697.7,4897.85
ORD000150,PROD0751,3,18215.31,532.3,2778.61
ORD000151,PROD0050,2,6747.24,0.0,1029.24
ORD000152,PROD0523,2,118450.76,0.0,18068.76
ORD000152,PROD0423,5,16918.13,292.6,2580.73
ORD000153,PROD0955,2,682.04,0.0,104.04
ORD000154,PROD0063,1,5383.16,0.0,821.16
ORD000155,PROD0768,1,619.15,58.3,94.45
ORD000156,PROD0884,3,33884.88,0.0,5168.88
ORD000157,PROD0889,3,17253.96,0.0,2631.96
ORD000158,PROD0231,1,2313.98,0.0,352.98
ORD000158,PROD0602,2,39532.36,0.0,6030.36
ORD000159,PROD0390,5,11702.77,202.4,1785.17
ORD000160,PROD0096,2,9756.24,0.0,1488.24
ORD000161,PROD0916,2,17494.33,780.3,2668.63
ORD000161,PROD0723,3,36861.78,1077.2,5622.98
ORD000162,PROD0703,5,50032.0,0.0,7632.0
ORD000162,PROD0983,5,93792.3,0.0,14307.3
ORD000163,PROD0834,5,7528.4,0.0,1148.4
ORD000164,PROD0932,1,1485.62,0.0,226.62
ORD000165,PROD0709,1,8109.43,763.6,1237.03
ORD000166,PROD0681,2,16465.72,0.0,2511.72
ORD000167,PROD0857,3,28269.14,826.1,4312.24
ORD000168,PROD0796,4,357563.6,0.0,54543.6
ORD000169,PROD0081,1,21434.7,0.0,3269.7
ORD000170,PROD0483,3,64626.24,0.0,9858.24
ORD000170,PROD0984,3,10191.66,0.0,1554.66
ORD000170,PROD0052,1,6480.56,0.0,988.56
ORD000171,PROD0118,2,116331.48,0.0,17745.48
ORD000171,PROD0745,2,78342.56,0.0,11950.56
ORD000172,PROD0887,3,6244.56,0.0,952.56
ORD000172,PROD0048,3,13575.9,0.0,2070.9
ORD000172,PROD0791,4,20418.72,0.0,3114.72
ORD000172,PROD0302,2,10183.4,0.0,1553.4
ORD000172,PROD0045,3,41067.54,0.0,6264.54
ORD000173,PROD0253,1,44153.71,4157.6,6735.31
ORD000173,PROD0185,4,3162.4,0.0,482.4
ORD000174,PROD0948,2,10008.29,446.4,1526.69
ORD000175,PROD0985,5,35750.11,618.3,5453.41
ORD000175,PROD0464,2,15276.28,0.0,2330.28
ORD000175,PROD0695,5,11121.5,0.0,1696.5
ORD000175,PROD0750,5,216199.6,0.0,32979.6
ORD000175,PROD0239,4,244802.8,0.0,37342.8
ORD000176,PROD0682,4,9719.42,211.2,1482.62
ORD000177,PROD0192,2,16862.08,752.1,2572.18
ORD000177,PROD0662,5,13806.0,0.0,2106.0
ORD000178,PROD0890,2,2711.64,0.0,413.64
ORD000179,PROD0390,5,11941.6,0.0,1821.6
ORD000179,PROD0176,3,7688.88,0.0,1172.88
ORD000179,PROD0141,5,26078.0,0.0,3978.0
ORD000179,PROD0661,1,5730.08,0.0,874.08
ORD000179,PROD0954,4,24699.76,0.0,3767.76
ORD000180,PROD0985,4,29183.76,0.0,4451.76
ORD000181,PROD0499,3,6290.58,0.0,959.58
ORD000181,PROD0511,1,829.54,0.0,126.54
ORD000181,PROD0154,3,11292.6,0.0,1722.6
ORD000181,PROD0373,4,51226.16,0.0,7814.16
ORD000181,PROD0977,4,10402.88,0.0,1586.88
ORD000182,PROD0887,5,10407.6,0.0,1587.6
ORD000183,PROD0223,2,8062.23,359.6,1229.83
ORD000184,PROD0952,1,4485.18,0.0,684.18
ORD000185,PROD0896,5,106868.71,1848.3,16302.01
ORD000186,PROD0424,5,16761.9,0.0,2556.9
ORD000187,PROD0201,2,73849.24,3293.9,11265.14
ORD000188,PROD0372,4,6721.28,0.0,1025.28
ORD000189,PROD0834,4,6022.72,0.0,918.72
ORD000189,PROD0298,5,341238.3,0.0,52053.3
ORD000189,PROD0662,2,5522.4,0.0,842.4
ORD000190,PROD0069,3,12390.0,0.0,1890.0
ORD000191,PROD0740,2,31763.24,0.0,4845.24
ORD000191,PROD0904,4,12928.08,0.0,1972.08
ORD000191,PROD0116,2,3488.08,0.0,532.08
ORD000191,PROD0506,4,360999.29,7844.4,55067.69
ORD000191,PROD0626,1,1365.26,0.0,208.26
ORD000192,PROD0365,3,31959.12,0.0,4875.12
ORD000192,PROD0341,5,87131.2,0.0,13291.2
ORD000192,PROD0445,2,43756.76,0.0,6674.76
ORD000192,PROD0012,2,18962.6,0.0,2892.6
ORD000192,PROD0786,5,5009.1,0.0,764.1
ORD000193,PROD0416,3,128109.06,0.0,19542.06
ORD000194,PROD0340,1,12859.76,1210.9,1961.66
ORD000195,PROD0933,2,13636.08,0.0,2080.08
ORD000196,PROD0448,3,3750.51,109.6,572.11
ORD000196,PROD0192,4,34611.64,752.1,5279.74
ORD000197,PROD0503,3,15391.92,0.0,2347.92
ORD000198,PROD0297,1,1294.46,0.0,197.46
ORD000199,PROD0001,5,33287.8,0.0,5077.8
ORD000200,PROD0155,2,6751.96,0.0,1029.96
ORD000201,PROD0419,4,19432.24,0.0,2964.24
ORD000201,PROD0995,2,157459.2,0.0,24019.2
ORD000202,PROD0132,3,9263.35,270.7,1413.05
ORD000202,PROD0641,5,8159.7,0.0,1244.7
ORD000202,PROD0078,1,6231.58,0.0,950.58
ORD000202,PROD0069,5,20650.0,0.0,3150.0
ORD000202,PROD0413,2,1493.17,66.6,227.77
ORD000203,PROD0633,5,11847.2,0.0,1807.2
ORD000204,PROD0908,1,415.24,39.1,63.34
ORD000205,PROD0440,1,952.26,0.0,145.26
ORD000206,PROD0709,3,27031.44,0.0,4123.44
ORD000207,PROD0093,2,2787.16,0.0,425.16
ORD000207,PROD0910,4,7113.04,0.0,1085.04
ORD000207,PROD0524,2,2466.2,110.0,376.2
ORD000208,PROD0445,1,21878.38,0.0,3337.38
ORD000209,PROD0784,2,20428.16,0.0,3116.16
ORD000209,PROD0300,4,15545.56,337.8,2371.36
ORD000209,PROD0405,1,3915.24,0.0,597.24
ORD000209,PROD0498,3,27769.53,811.5,4236.03
ORD000209,PROD0835,1,950.49,89.5,144.99
ORD000210,PROD0851,1,48730.46,0.0,7433.46
ORD000211,PROD0646,3,6450.47,188.5,983.97
ORD000212,PROD0067,5,12026.56,208.0,1834.56
ORD000212,PROD0335,3,1773.54,0.0,270.54
ORD000212,PROD0341,2,33109.86,1476.8,5050.66
ORD000212,PROD0450,3,81186.36,0.0,12384.36
ORD000212,PROD0453,4,10166.88,0.0,1550.88
ORD000213,PROD0468,4,6305.92,0.0,961.92
ORD000214,PROD0047,2,2758.84,0.0,420.84
ORD000215,PROD0682,4,9968.64,0.0,1520.64
ORD000216,PROD0164,5,266337.8,0.0,40627.8
ORD000216,PROD0128,1,13260.84,0.0,2022.84
ORD000217,PROD0639,5,14348.8,0.0,2188.8
ORD000218,PROD0809,4,17068.82,370.9,2603.72
ORD000219,PROD0068,5,60445.5,0.0,9220.5
ORD000220,PROD0328,5,25847.9,0.0,3942.9
ORD000221,PROD0377,1,23205.88,0.0,3539.88
ORD000222,PROD0227,1,639.56,0.0,97.56
ORD000223,PROD0339,1,12277.9,0.0,1872.9
ORD000224,PROD0440,2,1904.52,0.0,290.52
ORD000224,PROD0125,5,9723.2,0.0,1483.2
ORD000225,PROD0796,3,268172.7,0.0,40907.7
ORD000225,PROD0729,2,46555.72,0.0,7101.72
ORD000226,PROD0939,5,53760.8,0.0,8200.8
ORD000227,PROD0287,2,24378.8,0.0,3718.8
ORD000228,PROD0478,2,16494.04,0.0,2516.04
ORD000229,PROD0057,3,3466.49,101.3,528.79
ORD000229,PROD0220,4,10165.82,220.9,1550.72
ORD000230,PROD0239,2,122401.4,0.0,18671.4
ORD000230,PROD0462,4,12531.6,0.0,1911.6
ORD000231,PROD0887,1,2081.52,0.0,317.52
ORD000232,PROD0568,5,3368.9,0.0,513.9
ORD000233,PROD0448,3,3879.84,0.0,591.84
ORD000233,PROD0613,4,15325.84,0.0,2337.84
ORD000233,PROD0856,1,5190.82,0.0,791.82
ORD000234,PROD0454,3,10471.32,0.0,1597.32
ORD000235,PROD0495,1,17905.32,0.0,2731.32
ORD000236,PROD0354,5,8755.6,0.0,1335.6
ORD000237,PROD0626,5,6826.3,0.0,1041.3
ORD000237,PROD0064,1,2764.39,260.3,421.69
ORD000237,PROD0679,5,30308.3,0.0,4623.3
ORD000238,PROD0907,1,11185.22,0.0,1706.22
ORD000239,PROD0277,3,6991.5,0.0,1066.5
ORD000240,PROD0120,3,13696.26,0.0,2089.26
ORD000240,PROD0615,4,283587.04,0.0,43259.04
ORD000241,PROD0317,5,1208.44,20.9,184.34
ORD000242,PROD0644,3,125917.8,0.0,19207.8
ORD000243,PROD0928,5,43376.8,0.0,6616.8
ORD000243,PROD0851,1,48730.46,0.0,7433.46
ORD000243,PROD0917,4,4616.16,0.0,704.16
ORD000244,PROD0094,1,26771.96,2520.9,4083.86
ORD000244,PROD0257,2,160287.31,7149.3,24450.61
ORD000245,PROD0292,3,65794.44,0.0,10036.44
ORD000245,PROD0899,5,42780.9,0.0,6525.9
ORD000246,PROD0685,3,11777.58,0.0,1796.58
ORD000247,PROD0756,1,4785.37,450.6,729.97
ORD000248,PROD0972,3,131995.98,0.0,20134.98
ORD000249,PROD0472,2,2100.4,0.0,320.4
ORD000250,PROD0064,2,6143.08,0.0,937.08
ORD000251,PROD0706,5,7687.7,0.0,1172.7
ORD000251,PROD0766,3,53953.14,0.0,8230.14
ORD000252,PROD0989,5,10609.97,183.5,1618.47
ORD000253,PROD0786,5,5009.1,0.0,764.1
ORD000254,PROD0213,1,13033.1,0.0,1988.1
ORD000255,PROD0386,2,5763.12,0.0,879.12
ORD000255,PROD0046,4,43608.08,0.0,6652.08
ORD000255,PROD0003,1,72865.0,0.0,11115.0
ORD000256,PROD0000,2,5239.2,0.0,799.2
ORD000257,PROD0241,5,33099.0,0.0,5049.0
ORD000257,PROD0394,5,60581.2,0.0,9241.2
ORD000257,PROD0286,5,111433.3,0.0,16998.3
ORD000257,PROD0293,1,1646.1,0.0,251.1
ORD000257,PROD0807,2,21327.32,0.0,3253.32
ORD000258,PROD0808,1,1077.34,0.0,164.34
ORD000258,PROD0069,3,11977.0,350.0,1827.0
ORD000259,PROD0460,4,14551.76,0.0,2219.76
ORD000260,PROD0371,2,3894.0,0.0,594.0
ORD000261,PROD0453,2,5083.44,0.0,775.44
ORD000262,PROD0223,4,16973.12,0.0,2589.12
ORD000263,PROD0494,5,26308.1,0.0,4013.1
ORD000263,PROD0724,4,65541.92,0.0,9997.92
ORD000263,PROD0262,4,69481.0,1509.8,10598.8
ORD000263,PROD0827,3,8308.38,0.0,1267.38
ORD000263,PROD0879,1,14208.38,0.0,2167.38
ORD000264,PROD0544,1,4576.04,0.0,698.04
ORD000264,PROD0110,1,1977.68,0.0,301.68
ORD000265,PROD0552,1,35643.91,3356.3,5437.21
ORD000266,PROD0689,3,3435.69,100.4,524.09
ORD000267,PROD0129,5,7042.48,121.8,1074.28
ORD000268,PROD0241,3,19197.42,561.0,2928.42
ORD000269,PROD0287,3,36568.2,0.0,5578.2
ORD000270,PROD0624,5,12797.1,0.0,1952.1
ORD000271,PROD0053,5,9552.1,0.0,1457.1
ORD000272,PROD0241,5,33099.0,0.0,5049.0
ORD000272,PROD0094,2,59493.24,0.0,9075.24
ORD000273,PROD0188,5,27647.4,0.0,4217.4
ORD000274,PROD0755,2,19826.36,0.0,3024.36
ORD000275,PROD0959,1,4338.86,0.0,661.86
ORD000276,PROD0960,2,2652.64,0.0,404.64
ORD000277,PROD0751,5,31405.7,0.0,4790.7
ORD000278,PROD0174,2,3333.85,148.7,508.55
ORD000279,PROD0664,3,53022.12,0.0,8088.12
ORD000279,PROD0407,3,13837.86,0.0,2110.86
ORD000280,PROD0316,2,75351.38,3360.9,11494.28
ORD000281,PROD0366,2,16692.28,0.0,2546.28
ORD000281,PROD0032,4,34206.67,743.3,5217.97
ORD000282,PROD0077,3,9671.28,0.0,1475.28
ORD000282,PROD0824,5,28243.3,0.0,4308.3
ORD000283,PROD0939,5,53760.8,0.0,8200.8
ORD000284,PROD0515,4,271263.12,0.0,41379.12
ORD000285,PROD0420,2,6669.36,0.0,1017.36
ORD000285,PROD0238,2,23319.04,1040.1,3557.14
ORD000286,PROD0449,4,5645.12,0.0,861.12
ORD000287,PROD0728,5,106787.76,1846.9,16289.66
ORD000288,PROD0204,5,392066.8,0.0,59806.8
ORD000289,PROD0405,5,19184.68,331.8,2926.48
ORD000290,PROD0922,4,8005.12,0.0,1221.12
ORD000291,PROD0547,3,8127.25,237.5,1239.75
ORD000292,PROD0819,2,3178.92,0.0,484.92
ORD000292,PROD0781,3,36168.18,0.0,5517.18
ORD000293,PROD0516,5,16525.9,0.0,2520.9
ORD000294,PROD0275,2,150707.24,0.0,22989.24
ORD000295,PROD0505,4,80523.2,0.0,12283.2
ORD000295,PROD0362,1,82327.42,0.0,12558.42
ORD000295,PROD0402,1,23317.98,0.0,3556.98
ORD000296,PROD0994,2,59979.4,0.0,9149.4
ORD000297,PROD0999,3,267779.76,0.0,40847.76
ORD000298,PROD0250,2,25856.99,1153.3,3944.29
ORD000299,PROD0774,5,9558.0,0.0,1458.0
ORD000300,PROD0143,2,31825.19,1419.5,4854.69
ORD000301,PROD0496,1,90704.24,0.0,13836.24
ORD000302,PROD0377,5,116029.4,0.0,17699.4
ORD000303,PROD0564,4,8799.02,191.2,1342.22
ORD000304,PROD0715,3,56863.37,1661.7,8674.07
ORD000305,PROD0074,4,107369.26,2333.1,16378.36
ORD000306,PROD0024,2,6333.65,282.5,966.15
ORD000306,PROD0852,4,21627.04,0.0,3299.04
ORD000307,PROD0454,2,6631.84,295.8,1011.64
ORD000307,PROD0289,5,89579.7,0.0,13664.7
ORD000307,PROD0127,1,12831.32,0.0,1957.32
ORD000308,PROD0037,5,72634.9,0.0,11079.9
ORD000309,PROD0923,2,5444.52,0.0,830.52
ORD000310,PROD0244,1,6617.44,0.0,1009.44
ORD000311,PROD0056,4,110844.48,0.0,16908.48
ORD000312,PROD0358,4,90822.24,0.0,13854.24
ORD000312,PROD0435,1,2537.0,0.0,387.0
ORD000313,PROD0974,3,7472.94,0.0,1139.94
ORD000314,PROD0781,3,36168.18,0.0,5517.18
ORD000315,PROD0929,4,11766.96,0.0,1794.96
ORD000316,PROD0604,4,5862.95,127.4,894.35
ORD000317,PROD0627,4,23198.8,0.0,3538.8
ORD000318,PROD0529,4,6853.44,0.0,1045.44
ORD000319,PROD0150,4,6886.48,0.0,1050.48
ORD000320,PROD0792,4,205928.88,0.0,31412.88
ORD000321,PROD0304,2,9676.47,431.6,1476.07
ORD000322,PROD0644,1,41972.6,0.0,6402.6
ORD000323,PROD0454,1,3141.4,295.8,479.2
ORD000324,PROD0996,2,16595.28,740.2,2531.48
